Sensitivity,Result,URL
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/268/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/345/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/69/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Czech Republic",https://epsi.genscape.com/epsa/sensitivity/3416/results/112/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/319/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for GB-Peterborough",https://epsi.genscape.com/epsa/sensitivity/3416/results/172/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Great Britain, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/191/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/224/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Germany, Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/187/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/223/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/282/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/262/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/79/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Austria",https://epsi.genscape.com/epsa/sensitivity/3416/results/121/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/212/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/352/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/344/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Burghausen Wacker Chemie",https://epsi.genscape.com/epsa/sensitivity/3416/results/126/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/238/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (forward) for Great Britain - Netherlands",https://epsi.genscape.com/epsa/sensitivity/3416/results/251/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/369/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Denmark (West) - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/253/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (forward) for Germany - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/279/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-AGG CCGT CHP",https://epsi.genscape.com/epsa/sensitivity/3416/results/176/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Belgium, Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/209/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/357/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/216/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Great Britain - Ireland incl NI",https://epsi.genscape.com/epsa/sensitivity/3416/results/256/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Denmark (West)",https://epsi.genscape.com/epsa/sensitivity/3416/results/372/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/117/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for FR-Gennevilliers GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/170/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/33/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/63/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Spain",https://epsi.genscape.com/epsa/sensitivity/3416/results/7/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/80/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/26/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/227/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/336/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Austria",https://epsi.genscape.com/epsa/sensitivity/3416/results/99/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/72/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-Eems # 3",https://epsi.genscape.com/epsa/sensitivity/3416/results/179/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Denmark (East)",https://epsi.genscape.com/epsa/sensitivity/3416/results/383/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/264/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Germany - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/255/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/297/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/359/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-Moerdijk # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/182/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Spain",https://epsi.genscape.com/epsa/sensitivity/3416/results/108/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (backward) for Netherlands - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/277/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, Solar",https://epsi.genscape.com/epsa/sensitivity/3416/results/92/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for France, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/232/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Netherlands",https://epsi.genscape.com/epsa/sensitivity/3416/results/10/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Belgium, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/225/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/330/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Huerth Knapsack I # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/142/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Belgium, Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/207/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, ST-Nuclear",https://epsi.genscape.com/epsa/sensitivity/3416/results/263/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Weisweiler # G (VGT)",https://epsi.genscape.com/epsa/sensitivity/3416/results/167/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/48/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/360/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Missing object",https://epsi.genscape.com/epsa/sensitivity/3416/results/133/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), Solar",https://epsi.genscape.com/epsa/sensitivity/3416/results/290/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for BE-Knippegroen Sidmar",https://epsi.genscape.com/epsa/sensitivity/3416/results/123/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Lausward # Fortuna",https://epsi.genscape.com/epsa/sensitivity/3416/results/149/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, Wind",https://epsi.genscape.com/epsa/sensitivity/3416/results/304/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/50/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/210/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Great Britain - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/258/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for GB-Severn # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/173/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, ST-Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/56/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/66/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/19/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (East), Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/293/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Biomass",https://epsi.genscape.com/epsa/sensitivity/3416/results/54/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Spain, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/365/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (backward) for Denmark (West) - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/274/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/306/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/70/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/322/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, Hydro-Res",https://epsi.genscape.com/epsa/sensitivity/3416/results/353/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Tiefstack # 3",https://epsi.genscape.com/epsa/sensitivity/3416/results/166/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Dump energy for Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/375/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/88/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/30/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Huerth Knapsack I # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/141/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Emsland Gas # B",https://epsi.genscape.com/epsa/sensitivity/3416/results/128/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Belgium - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/252/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/28/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, ST-Waste",https://epsi.genscape.com/epsa/sensitivity/3416/results/310/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Switzerland, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/283/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/75/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/40/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Gersteinwerk # G",https://epsi.genscape.com/epsa/sensitivity/3416/results/134/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Mainz-Wiesbaden (KW3)",https://epsi.genscape.com/epsa/sensitivity/3416/results/156/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Great Britain, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/303/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Spain, Coal",https://epsi.genscape.com/epsa/sensitivity/3416/results/192/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (forward) for Belgium - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/250/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for France, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/59/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/215/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (forward) for Denmark (West) - Norway",https://epsi.genscape.com/epsa/sensitivity/3416/results/278/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Leipzig # 1",https://epsi.genscape.com/epsa/sensitivity/3416/results/150/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Flow (backward) for Portugal - Spain",https://epsi.genscape.com/epsa/sensitivity/3416/results/271/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Emsland Gas # D",https://epsi.genscape.com/epsa/sensitivity/3416/results/130/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Ludwigshafen Sud # 2",https://epsi.genscape.com/epsa/sensitivity/3416/results/155/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/387/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Belgium, ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/53/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/245/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Netherlands, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/267/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, Hydro-RoR",https://epsi.genscape.com/epsa/sensitivity/3416/results/354/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Germany, CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/219/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Czech Republic, GT",https://epsi.genscape.com/epsa/sensitivity/3416/results/318/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Austria, ST-Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/13/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (backward) for Great Britain - Netherlands",https://epsi.genscape.com/epsa/sensitivity/3416/results/257/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Demand for Germany",https://epsi.genscape.com/epsa/sensitivity/3416/results/105/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Denmark (West), Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/85/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Switzerland",https://epsi.genscape.com/epsa/sensitivity/3416/results/3/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for NL-Schoonebeek",https://epsi.genscape.com/epsa/sensitivity/3416/results/185/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Unserved energy for Spain",https://epsi.genscape.com/epsa/sensitivity/3416/results/390/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Spain, ST-Gas",https://epsi.genscape.com/epsa/sensitivity/3416/results/332/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Line capacity (forward) for Germany - Great Britain",https://epsi.genscape.com/epsa/sensitivity/3416/results/248/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Net exports for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/111/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for Belgium",https://epsi.genscape.com/epsa/sensitivity/3416/results/9/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Kiel # CHP",https://epsi.genscape.com/epsa/sensitivity/3416/results/146/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Netherlands, ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/356/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, ST-Oil",https://epsi.genscape.com/epsa/sensitivity/3416/results/38/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"System Marginal Price for France",https://epsi.genscape.com/epsa/sensitivity/3416/results/4/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for Germany, Hydro-PS",https://epsi.genscape.com/epsa/sensitivity/3416/results/34/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Generation for DE-Romerbrucke # CCGT",https://epsi.genscape.com/epsa/sensitivity/3416/results/164/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Fuel price (original units) for Netherlands, Lignite",https://epsi.genscape.com/epsa/sensitivity/3416/results/196/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
1Base_Wx-Years_EQ_,"Capacity available for Great Britain, Engine",https://epsi.genscape.com/epsa/sensitivity/3416/results/242/xml?filter_id=&resolution=hourly&account=101&password=YOUR_PASSWORD
